productID;Name;Condition;State;Price
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
38;test;normal;normal;4.0
39;test;normal;normal;5.234
13;test;normal;normal;5.235
23;test;normal;normal;6.0
36;test;normal;normal;10.0
46;test;normal;normal;10.0
56;test;normal;normal;10.0
123;test;normal;normal;0.0
71;test;normal;normal;0.0
61;test;normal;normal;0.0
51;test;normal;normal;1.0
41;test;normal;normal;3.0
33;test;normal;normal;2.5
23;test;normal;normal;4.0
13;test;normal;normal;5.234
883;test;normal;normal;5.235
3888;test;normal;normal;6.0
6234;test;normal;normal;10.0
26;test;normal;normal;10.0
62;test;normal;normal;10.0
13;test;normal;normal;0.0
14;test;normal;normal;0.0
15;test;normal;normal;1.0
16;test;normal;normal;3.0
37;test;normal;normal;2.5
